nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure,velocity-magnitude,     temperature
        35, 1.541666687E-01,-3.610000014E-01, 0.000000000E+00, 1.303119625E+06, 0.000000000E+00, 8.409580688E+02
        36, 1.650000066E-01,-3.610000014E-01, 0.000000000E+00, 1.302875250E+06, 0.000000000E+00, 8.412640381E+02
        37, 1.758333296E-01,-3.610000014E-01, 0.000000000E+00, 1.303040875E+06, 0.000000000E+00, 8.415981445E+02
        38, 1.866666675E-01,-3.610000014E-01, 0.000000000E+00, 1.304047250E+06, 0.000000000E+00, 8.420371094E+02
        39, 1.975000054E-01,-3.610000014E-01, 0.000000000E+00, 1.306559875E+06, 0.000000000E+00, 8.425418701E+02
        40, 2.050507963E-01,-3.605422080E-01, 0.000000000E+00, 1.309143625E+06, 0.000000000E+00, 8.429630737E+02
        41,-2.050600201E-01,-3.605410755E-01, 0.000000000E+00, 1.306029750E+06, 0.000000000E+00, 8.438637695E+02
        42,-2.125000060E-01,-3.591732979E-01, 0.000000000E+00, 1.307510750E+06, 0.000000000E+00, 8.440466309E+02
        43, 2.125000060E-01,-3.591732979E-01, 0.000000000E+00, 1.311162125E+06, 0.000000000E+00, 8.431212769E+02
        44, 2.220709324E-01,-3.559675515E-01, 0.000000000E+00, 1.311807750E+06, 0.000000000E+00, 8.432373657E+02
        45,-2.222033590E-01,-3.559107482E-01, 0.000000000E+00, 1.308381500E+06, 0.000000000E+00, 8.441920166E+02
        46, 2.310826480E-01,-3.512110710E-01, 0.000000000E+00, 1.311369625E+06, 0.000000000E+00, 8.432897949E+02
        47,-2.313494533E-01,-3.510401249E-01, 0.000000000E+00, 1.309055750E+06, 0.000000000E+00, 8.443067017E+02
        48,-1.975000054E-01,-3.510000110E-01, 0.000000000E+00, 1.302659000E+06, 8.421873474E+01, 8.435308228E+02
        49,-1.866666675E-01,-3.510000110E-01, 0.000000000E+00, 1.301218750E+06, 8.913810730E+01, 8.432475586E+02
        50,-1.758333296E-01,-3.510000110E-01, 0.000000000E+00, 1.300677625E+06, 9.307630157E+01, 8.430103760E+02
        51,-1.650000066E-01,-3.510000110E-01, 0.000000000E+00, 1.300863500E+06, 9.583698273E+01, 8.428421021E+02
        52,-1.540362984E-01,-3.510000110E-01, 0.000000000E+00, 1.301495000E+06, 9.798184967E+01, 8.427020264E+02
        53,-1.431954056E-01,-3.510000110E-01, 0.000000000E+00, 1.302351375E+06, 9.993976593E+01, 8.425704346E+02
        54,-1.324999928E-01,-3.510000110E-01, 0.000000000E+00, 1.303312375E+06, 1.020730515E+02, 8.424359741E+02
        55,-1.223076954E-01,-3.510000110E-01, 0.000000000E+00, 1.304313250E+06, 1.044812698E+02, 8.423004150E+02
        56,-1.121153831E-01,-3.510000110E-01, 0.000000000E+00, 1.305399000E+06, 1.072692261E+02, 8.421661377E+02
        57,-1.019230783E-01,-3.510000110E-01, 0.000000000E+00, 1.306654125E+06, 1.104729538E+02, 8.420330811E+02
        58,-9.173076600E-02,-3.510000110E-01, 0.000000000E+00, 1.308246625E+06, 1.139299698E+02, 8.419088745E+02
        59,-8.153846115E-02,-3.510000110E-01, 0.000000000E+00, 1.310610875E+06, 1.172778931E+02, 8.418095093E+02
        60,-7.134615630E-02,-3.510000110E-01, 0.000000000E+00, 1.314238875E+06, 1.193004990E+02, 8.417899780E+02
        61,-6.115384772E-02,-3.510000110E-01, 0.000000000E+00, 1.319714250E+06, 1.188760681E+02, 8.418641968E+02
        62,-5.096153915E-02,-3.510000110E-01, 0.000000000E+00, 1.327467000E+06, 1.144857254E+02, 8.420570679E+02
        63,-4.076923057E-02,-3.510000110E-01, 0.000000000E+00, 1.336860125E+06, 1.045203705E+02, 8.423416138E+02
        64,-3.057692386E-02,-3.510000110E-01, 0.000000000E+00, 1.345774750E+06, 8.925938416E+01, 8.426157837E+02
        65,-2.038461529E-02,-3.510000110E-01, 0.000000000E+00, 1.352168625E+06, 7.149730682E+01, 8.429058228E+02
        66,-1.019230764E-02,-3.510000110E-01, 0.000000000E+00, 1.355908000E+06, 5.633467865E+01, 8.432044678E+02
        67, 0.000000000E+00,-3.510000110E-01, 0.000000000E+00, 1.357853625E+06, 4.747154617E+01, 8.434465942E+02
        68, 1.019230764E-02,-3.510000110E-01, 0.000000000E+00, 1.358233500E+06, 4.534469986E+01, 8.435503540E+02
        69, 2.038461529E-02,-3.510000110E-01, 0.000000000E+00, 1.357070500E+06, 4.921871948E+01, 8.435231934E+02
        70, 3.057692386E-02,-3.510000110E-01, 0.000000000E+00, 1.354240375E+06, 5.956270218E+01, 8.433416748E+02
        71, 4.076923057E-02,-3.510000110E-01, 0.000000000E+00, 1.350174375E+06, 7.516136932E+01, 8.430293579E+02
        72, 5.096153915E-02,-3.510000110E-01, 0.000000000E+00, 1.344450625E+06, 9.235669708E+01, 8.426288452E+02
        73, 6.115384772E-02,-3.510000110E-01, 0.000000000E+00, 1.336932500E+06, 1.078427200E+02, 8.421818237E+02
        74, 7.134615630E-02,-3.510000110E-01, 0.000000000E+00, 1.328468125E+06, 1.195023956E+02, 8.417341309E+02
        75, 8.153846115E-02,-3.510000110E-01, 0.000000000E+00, 1.320575750E+06, 1.267103119E+02, 8.413801270E+02
        76, 9.173076600E-02,-3.510000110E-01, 0.000000000E+00, 1.314280125E+06, 1.296303406E+02, 8.411793213E+02
        77, 1.019230783E-01,-3.510000110E-01, 0.000000000E+00, 1.309826500E+06, 1.295761261E+02, 8.410942993E+02
        78, 1.121153831E-01,-3.510000110E-01, 0.000000000E+00, 1.306830875E+06, 1.276730270E+02, 8.410988770E+02
        79, 1.223076954E-01,-3.510000110E-01, 0.000000000E+00, 1.304880125E+06, 1.244847183E+02, 8.411826172E+02
        80, 1.324999928E-01,-3.510000110E-01, 0.000000000E+00, 1.303695625E+06, 1.206681213E+02, 8.413082886E+02
        81, 1.433333308E-01,-3.510000110E-01, 0.000000000E+00, 1.302974500E+06, 1.164516907E+02, 8.414630127E+02
        82, 1.541666687E-01,-3.510000110E-01, 0.000000000E+00, 1.302569250E+06, 1.121548843E+02, 8.416347656E+02
        83, 1.650000066E-01,-3.510000110E-01, 0.000000000E+00, 1.302403500E+06, 1.077678986E+02, 8.418265381E+02
        84, 1.758333296E-01,-3.510000110E-01, 0.000000000E+00, 1.302523500E+06, 1.031477356E+02, 8.420440063E+02
        85, 1.866666675E-01,-3.510000110E-01, 0.000000000E+00, 1.303193000E+06, 9.788874817E+01, 8.423311768E+02
        86, 1.975000054E-01,-3.510000110E-01, 0.000000000E+00, 1.304791500E+06, 9.280673981E+01, 8.426550903E+02
        87, 2.050483823E-01,-3.505640030E-01, 0.000000000E+00, 1.306444750E+06, 8.868521881E+01, 8.429323120E+02
        88,-2.050571591E-01,-3.505629301E-01, 0.000000000E+00, 1.304221750E+06, 8.006124115E+01, 8.437563477E+02
        89,-2.125000060E-01,-3.492603004E-01, 0.000000000E+00, 1.305314375E+06, 7.699942017E+01, 8.438939209E+02
        90, 2.125000060E-01,-3.492603004E-01, 0.000000000E+00, 1.308027375E+06, 8.844353485E+01, 8.431168823E+02
        91,-2.199578136E-01,-3.461741805E-01, 0.000000000E+00, 1.305869250E+06, 7.405490112E+01, 8.440001221E+02
        92, 2.211173922E-01,-3.455907106E-01, 0.000000000E+00, 1.307094625E+06, 8.193444824E+01, 8.432055664E+02
        93, 2.392219454E-01,-3.450352550E-01, 0.000000000E+00, 1.308901000E+06, 0.000000000E+00, 8.430957031E+02
        94,-2.395848930E-01,-3.447072804E-01, 0.000000000E+00, 1.309239000E+06, 0.000000000E+00, 8.443377686E+02
        95,-2.281413674E-01,-3.413988948E-01, 0.000000000E+00, 1.306257750E+06, 7.246563721E+01, 8.440784302E+02
        96,-1.975000054E-01,-3.409999907E-01, 0.000000000E+00, 1.300865125E+06, 6.158817291E+01, 8.435831299E+02
        97,-1.866666675E-01,-3.409999907E-01, 0.000000000E+00, 1.300119750E+06, 6.300671387E+01, 8.434744873E+02
        98,-1.758333296E-01,-3.409999907E-01, 0.000000000E+00, 1.299878625E+06, 6.449822998E+01, 8.433842163E+02
        99,-1.650000066E-01,-3.409999907E-01, 0.000000000E+00, 1.300143500E+06, 6.545701599E+01, 8.433246460E+02
       100,-1.540363580E-01,-3.409999907E-01, 0.000000000E+00, 1.300753625E+06, 6.571247864E+01, 8.432847290E+02
       101,-1.431954503E-01,-3.409999907E-01, 0.000000000E+00, 1.301555625E+06, 6.561571503E+01, 8.432587891E+02
       102,-1.324999928E-01,-3.409999907E-01, 0.000000000E+00, 1.302438000E+06, 6.555138397E+01, 8.432410889E+02
       103,-1.223076954E-01,-3.409999907E-01, 0.000000000E+00, 1.303328500E+06, 6.583592987E+01, 8.432290649E+02
       104,-1.121153831E-01,-3.409999907E-01, 0.000000000E+00, 1.304245750E+06, 6.668807983E+01, 8.432224121E+02
       105,-1.019230783E-01,-3.409999907E-01, 0.000000000E+00, 1.305244250E+06, 6.830938721E+01, 8.432222290E+02
       106,-9.173076600E-02,-3.409999907E-01, 0.000000000E+00, 1.306429625E+06, 7.096059418E+01, 8.432296753E+02
       107,-8.153846115E-02,-3.409999907E-01, 0.000000000E+00, 1.308042250E+06, 7.507939148E+01, 8.432429810E+02
       108,-7.134615630E-02,-3.409999907E-01, 0.000000000E+00, 1.310510875E+06, 8.108501434E+01, 8.432692871E+02
       109,-6.115384772E-02,-3.409999907E-01, 0.000000000E+00, 1.314470500E+06, 8.903015900E+01, 8.432930298E+02
       110,-5.096153915E-02,-3.409999907E-01, 0.000000000E+00, 1.320626750E+06, 9.763533783E+01, 8.432590942E+02
       111,-4.076923057E-02,-3.409999907E-01, 0.000000000E+00, 1.329038875E+06, 1.035672150E+02, 8.430796509E+02
       112,-3.057692386E-02,-3.409999907E-01, 0.000000000E+00, 1.338025750E+06, 1.020429611E+02, 8.427269897E+02
       113,-2.038461529E-02,-3.409999907E-01, 0.000000000E+00, 1.345042000E+06, 9.175207520E+01, 8.425191040E+02
       114,-1.019230764E-02,-3.409999907E-01, 0.000000000E+00, 1.349246750E+06, 7.987129211E+01, 8.426199951E+02
       115, 0.000000000E+00,-3.409999907E-01, 0.000000000E+00, 1.351448500E+06, 7.266390991E+01, 8.428155518E+02
       116, 1.019230764E-02,-3.409999907E-01, 0.000000000E+00, 1.351964500E+06, 7.101766968E+01, 8.429304810E+02
       117, 2.038461529E-02,-3.409999907E-01, 0.000000000E+00, 1.350896750E+06, 7.424320221E+01, 8.429458008E+02
       118, 3.057692386E-02,-3.409999907E-01, 0.000000000E+00, 1.348058250E+06, 8.210210419E+01, 8.428060913E+02
       119, 4.076923057E-02,-3.409999907E-01, 0.000000000E+00, 1.343745375E+06, 9.478851318E+01, 8.425933228E+02
       120, 5.096153915E-02,-3.409999907E-01, 0.000000000E+00, 1.337528125E+06, 1.068499374E+02, 8.424586182E+02
       121, 6.115384772E-02,-3.409999907E-01, 0.000000000E+00, 1.329695125E+06, 1.122610092E+02, 8.424407959E+02
       122, 7.134615630E-02,-3.409999907E-01, 0.000000000E+00, 1.321617875E+06, 1.111001129E+02, 8.424725342E+02
       123, 8.153846115E-02,-3.409999907E-01, 0.000000000E+00, 1.314817375E+06, 1.058047714E+02, 8.425095215E+02
       124, 9.173076600E-02,-3.409999907E-01, 0.000000000E+00, 1.309891750E+06, 9.881909180E+01, 8.425215454E+02
       125, 1.019230783E-01,-3.409999907E-01, 0.000000000E+00, 1.306619875E+06, 9.200476837E+01, 8.425175781E+02
       126, 1.121153831E-01,-3.409999907E-01, 0.000000000E+00, 1.304537750E+06, 8.609431458E+01, 8.425188599E+02
       127, 1.223076954E-01,-3.409999907E-01, 0.000000000E+00, 1.303253875E+06, 8.110768127E+01, 8.425289307E+02
       128, 1.324999928E-01,-3.409999907E-01, 0.000000000E+00, 1.302467750E+06, 7.668316650E+01, 8.425477295E+02
       129, 1.433333308E-01,-3.409999907E-01, 0.000000000E+00, 1.301997125E+06, 7.259175110E+01, 8.425761108E+02
       130, 1.541666687E-01,-3.409999907E-01, 0.000000000E+00, 1.301754500E+06, 6.887994385E+01, 8.426157837E+02
       131, 1.650000066E-01,-3.409999907E-01, 0.000000000E+00, 1.301680125E+06, 6.543812561E+01, 8.426696167E+02
       132, 1.758333296E-01,-3.409999907E-01, 0.000000000E+00, 1.301747000E+06, 6.209984589E+01, 8.427402344E+02
       133, 1.866666675E-01,-3.409999907E-01, 0.000000000E+00, 1.302039250E+06, 5.920699692E+01, 8.428322144E+02
       134, 1.975000054E-01,-3.409999907E-01, 0.000000000E+00, 1.302620625E+06, 5.765369797E+01, 8.429255371E+02
       135, 2.284047157E-01,-3.406251073E-01, 0.000000000E+00, 1.306173875E+06, 7.791915131E+01, 8.431890259E+02
       136, 2.050459683E-01,-3.405857980E-01, 0.000000000E+00, 1.303220875E+06, 5.762642670E+01, 8.430064087E+02
       137,-2.050542980E-01,-3.405847847E-01, 0.000000000E+00, 1.301703750E+06, 6.087779617E+01, 8.436734619E+02
       138,-2.125000060E-01,-3.393472731E-01, 0.000000000E+00, 1.302386375E+06, 6.073843384E+01, 8.437373047E+02
       139, 2.125000060E-01,-3.393472731E-01, 0.000000000E+00, 1.304142125E+06, 5.925667191E+01, 8.431033325E+02
       140,-2.188034356E-01,-3.378523886E-01, 0.000000000E+00, 1.302931500E+06, 6.183443451E+01, 8.437869263E+02
       141, 2.462462932E-01,-3.376158476E-01, 0.000000000E+00, 1.302103375E+06, 0.000000000E+00, 8.426751709E+02
       142, 2.201007903E-01,-3.372720778E-01, 0.000000000E+00, 1.304306875E+06, 6.018910217E+01, 8.431343384E+02
       143,-2.338937372E-01,-3.371557891E-01, 0.000000000E+00, 1.306255375E+06, 7.122310638E+01, 8.440986328E+02
       144,-2.466575354E-01,-3.370977640E-01, 0.000000000E+00, 1.308855000E+06, 0.000000000E+00, 8.443505859E+02
       145,-2.243109494E-01,-3.363863826E-01, 0.000000000E+00, 1.303317250E+06, 6.470360565E+01, 8.438304443E+02
       146, 2.346084714E-01,-3.339605629E-01, 0.000000000E+00, 1.304647250E+06, 7.532674408E+01, 8.430870361E+02
       147, 2.543825209E-01,-3.329184055E-01, 0.000000000E+00, 1.300307875E+06, 0.000000000E+00, 8.429099731E+02
       148,-1.975000054E-01,-3.310000002E-01, 0.000000000E+00, 1.299801750E+06, 4.722653961E+01, 8.437409058E+02
       149,-1.866666675E-01,-3.310000002E-01, 0.000000000E+00, 1.299329125E+06, 4.833463669E+01, 8.437172852E+02
       150,-1.758333296E-01,-3.310000002E-01, 0.000000000E+00, 1.299225875E+06, 4.953338242E+01, 8.437004395E+02
       151,-1.650000066E-01,-3.310000002E-01, 0.000000000E+00, 1.299521750E+06, 5.018389893E+01, 8.436942749E+02
       152,-1.540364176E-01,-3.310000002E-01, 0.000000000E+00, 1.300119625E+06, 5.004829025E+01, 8.436970825E+02
       153,-1.431955099E-01,-3.310000002E-01, 0.000000000E+00, 1.300886375E+06, 4.924821472E+01, 8.437072144E+02
       154,-1.324999928E-01,-3.310000002E-01, 0.000000000E+00, 1.301715000E+06, 4.808105850E+01, 8.437214355E+02
       155,-1.223076954E-01,-3.310000002E-01, 0.000000000E+00, 1.302539375E+06, 4.690054321E+01, 8.437370605E+02
       156,-1.121153831E-01,-3.310000002E-01, 0.000000000E+00, 1.303367125E+06, 4.595259857E+01, 8.437510986E+02
       157,-1.019230783E-01,-3.310000002E-01, 0.000000000E+00, 1.304211000E+06, 4.554286957E+01, 8.437601929E+02
       158,-9.173076600E-02,-3.310000002E-01, 0.000000000E+00, 1.305128750E+06, 4.618836212E+01, 8.437608643E+02
       159,-8.153846115E-02,-3.310000002E-01, 0.000000000E+00, 1.306248875E+06, 4.877037811E+01, 8.437519531E+02
       160,-7.134615630E-02,-3.310000002E-01, 0.000000000E+00, 1.307825625E+06, 5.471289825E+01, 8.437425537E+02
       161,-6.115384772E-02,-3.310000002E-01, 0.000000000E+00, 1.310354250E+06, 6.580728149E+01, 8.437324219E+02
       162,-5.096153915E-02,-3.310000002E-01, 0.000000000E+00, 1.314546125E+06, 8.291400909E+01, 8.436373901E+02
       163,-4.076923057E-02,-3.310000002E-01, 0.000000000E+00, 1.320975500E+06, 1.029638748E+02, 8.432470703E+02
       164,-3.057692386E-02,-3.310000002E-01, 0.000000000E+00, 1.328921250E+06, 1.160906830E+02, 8.424060669E+02
       165,-2.038461529E-02,-3.310000002E-01, 0.000000000E+00, 1.335999750E+06, 1.146906509E+02, 8.416990967E+02
       166,-1.019230764E-02,-3.310000002E-01, 0.000000000E+00, 1.340610250E+06, 1.063898544E+02, 8.415885010E+02
       167, 0.000000000E+00,-3.310000002E-01, 0.000000000E+00, 1.343108375E+06, 1.012679901E+02, 8.417292480E+02
       168, 1.019230764E-02,-3.310000002E-01, 0.000000000E+00, 1.343694125E+06, 1.000884781E+02, 8.418510132E+02
       169, 2.038461529E-02,-3.310000002E-01, 0.000000000E+00, 1.342494500E+06, 1.020105286E+02, 8.419052734E+02
       170, 3.057692386E-02,-3.310000002E-01, 0.000000000E+00, 1.339480875E+06, 1.078886185E+02, 8.417992554E+02
       171, 4.076923057E-02,-3.310000002E-01, 0.000000000E+00, 1.334887125E+06, 1.171660919E+02, 8.417334595E+02
       172, 5.096153915E-02,-3.310000002E-01, 0.000000000E+00, 1.328496750E+06, 1.212909622E+02, 8.419541016E+02
       173, 6.115384772E-02,-3.310000002E-01, 0.000000000E+00, 1.321252750E+06, 1.138210144E+02, 8.424097900E+02
       174, 7.134615630E-02,-3.310000002E-01, 0.000000000E+00, 1.314681250E+06, 9.954240417E+01, 8.428066406E+02
       175, 8.153846115E-02,-3.310000002E-01, 0.000000000E+00, 1.309710875E+06, 8.451686096E+01, 8.429918213E+02
       176, 9.173076600E-02,-3.310000002E-01, 0.000000000E+00, 1.306396625E+06, 7.201367188E+01, 8.430345459E+02
       177, 1.019230783E-01,-3.310000002E-01, 0.000000000E+00, 1.304318625E+06, 6.297125244E+01, 8.430346680E+02
       178, 1.121153831E-01,-3.310000002E-01, 0.000000000E+00, 1.303033125E+06, 5.671448898E+01, 8.430380249E+02
       179, 1.223076954E-01,-3.310000002E-01, 0.000000000E+00, 1.302229625E+06, 5.230736542E+01, 8.430515137E+02
       180, 1.324999928E-01,-3.310000002E-01, 0.000000000E+00, 1.301712125E+06, 4.891347122E+01, 8.430693359E+02
       181, 1.433333308E-01,-3.310000002E-01, 0.000000000E+00, 1.301390125E+06, 4.603086472E+01, 8.430880737E+02
       182, 1.541666687E-01,-3.310000002E-01, 0.000000000E+00, 1.301221250E+06, 4.356149292E+01, 8.431071777E+02
       183, 1.650000066E-01,-3.310000002E-01, 0.000000000E+00, 1.301171250E+06, 4.135134125E+01, 8.431286621E+02
       184, 1.758333296E-01,-3.310000002E-01, 0.000000000E+00, 1.301238125E+06, 3.924596786E+01, 8.431544800E+02
       185, 1.866666675E-01,-3.310000002E-01, 0.000000000E+00, 1.301481000E+06, 3.728594971E+01, 8.431844482E+02
       186, 1.975000054E-01,-3.310000002E-01, 0.000000000E+00, 1.301910500E+06, 3.600473785E+01, 8.432109375E+02
       187, 2.243849486E-01,-3.308771849E-01, 0.000000000E+00, 1.303467500E+06, 5.062226105E+01, 8.431757813E+02
       188, 2.050435394E-01,-3.306075931E-01, 0.000000000E+00, 1.302352625E+06, 3.583575821E+01, 8.432324219E+02
       189,-2.050514370E-01,-3.306066394E-01, 0.000000000E+00, 1.300364500E+06, 4.688415146E+01, 8.437620850E+02
       190,-2.394248694E-01,-3.305239677E-01, 0.000000000E+00, 1.305912125E+06, 7.006354523E+01, 8.441096802E+02
       191,-2.261054367E-01,-3.299321234E-01, 0.000000000E+00, 1.302713375E+06, 5.985440826E+01, 8.438118286E+02
       192,-2.125000060E-01,-3.294342756E-01, 0.000000000E+00, 1.300937500E+06, 4.757710266E+01, 8.437746582E+02
       193, 2.125000060E-01,-3.294342756E-01, 0.000000000E+00, 1.302766875E+06, 3.818865967E+01, 8.432308960E+02
       194,-2.196258307E-01,-3.284496367E-01, 0.000000000E+00, 1.301723750E+06, 5.096688843E+01, 8.437732544E+02
       195,-2.523719966E-01,-3.284218013E-01, 0.000000000E+00, 1.308435250E+06, 0.000000000E+00, 8.443456421E+02
       196, 2.625174224E-01,-3.282216787E-01, 0.000000000E+00, 1.302689500E+06, 0.000000000E+00, 8.433497925E+02
       197, 2.399061322E-01,-3.276973665E-01, 0.000000000E+00, 1.302729500E+06, 7.284558868E+01, 8.430567017E+02
       198, 2.475192994E-01,-3.253081441E-01, 0.000000000E+00, 1.301915000E+06, 7.933156586E+01, 8.430706787E+02
       199, 2.706523538E-01,-3.235249817E-01, 0.000000000E+00, 1.302995875E+06, 0.000000000E+00, 8.435184937E+02
       200, 2.215933204E-01,-3.232987821E-01, 0.000000000E+00, 1.302695875E+06, 3.329450226E+01, 8.433256226E+02
       201,-2.440434247E-01,-3.231832385E-01, 0.000000000E+00, 1.305574500E+06, 6.980461884E+01, 8.441102905E+02
       202, 2.309888750E-01,-3.230526447E-01, 0.000000000E+00, 1.303200750E+06, 4.453510666E+01, 8.432515259E+02
       203,-2.307563126E-01,-3.219821751E-01, 0.000000000E+00, 1.302050875E+06, 5.693979645E+01, 8.438189697E+02
       204, 2.548210919E-01,-3.213536739E-01, 0.000000000E+00, 1.302856125E+06, 7.764761353E+01, 8.432409668E+02
       205,-1.975000054E-01,-3.210000098E-01, 0.000000000E+00, 1.298854375E+06, 3.725694656E+01, 8.439042969E+02
       206,-1.866666675E-01,-3.210000098E-01, 0.000000000E+00, 1.298626125E+06, 3.826472092E+01, 8.439244995E+02
       207,-1.758333296E-01,-3.210000098E-01, 0.000000000E+00, 1.298678375E+06, 3.964012527E+01, 8.439467163E+02
       208,-1.650000066E-01,-3.210000098E-01, 0.000000000E+00, 1.299028875E+06, 4.064158249E+01, 8.439719238E+02
       209,-1.540364623E-01,-3.210000098E-01, 0.000000000E+00, 1.299623500E+06, 4.090673828E+01, 8.440018921E+02
       210,-1.431955695E-01,-3.210000098E-01, 0.000000000E+00, 1.300356250E+06, 4.037488174E+01, 8.440343628E+02
       211,-1.324999928E-01,-3.210000098E-01, 0.000000000E+00, 1.301129375E+06, 3.925749207E+01, 8.440651855E+02
       212,-1.223076954E-01,-3.210000098E-01, 0.000000000E+00, 1.301880250E+06, 3.796078873E+01, 8.440889282E+02
       213,-1.121153831E-01,-3.210000098E-01, 0.000000000E+00, 1.302615000E+06, 3.682841492E+01, 8.441016235E+02
       214,-1.019230783E-01,-3.210000098E-01, 0.000000000E+00, 1.303349625E+06, 3.620682526E+01, 8.440985718E+02
       215,-9.173076600E-02,-3.210000098E-01, 0.000000000E+00, 1.304104375E+06, 3.654629898E+01, 8.440734253E+02
       216,-8.153846115E-02,-3.210000098E-01, 0.000000000E+00, 1.304927125E+06, 3.863507080E+01, 8.440180664E+02
       217,-7.134615630E-02,-3.210000098E-01, 0.000000000E+00, 1.305957750E+06, 4.403142166E+01, 8.439240112E+02
       218,-6.115384772E-02,-3.210000098E-01, 0.000000000E+00, 1.307486875E+06, 5.529649734E+01, 8.437910156E+02
       219,-5.096153915E-02,-3.210000098E-01, 0.000000000E+00, 1.310024250E+06, 7.524562073E+01, 8.435977783E+02
       220,-4.076923057E-02,-3.210000098E-01, 0.000000000E+00, 1.314385125E+06, 1.033845139E+02, 8.431004639E+02
