nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure,velocity-magnitude,     temperature
        51,-2.125000060E-01,-3.591732979E-01, 0.000000000E+00, 1.394879750E+06, 0.000000000E+00, 8.442979126E+02
        52, 2.125000060E-01,-3.591732979E-01, 0.000000000E+00, 1.409050500E+06, 0.000000000E+00, 8.430001831E+02
        53, 2.220717818E-01,-3.559671938E-01, 0.000000000E+00, 1.408651375E+06, 0.000000000E+00, 8.427024536E+02
        54,-2.221874446E-01,-3.559176028E-01, 0.000000000E+00, 1.395332125E+06, 0.000000000E+00, 8.443345337E+02
        55, 2.310502380E-01,-3.512316942E-01, 0.000000000E+00, 1.406412625E+06, 0.000000000E+00, 8.421669312E+02
        56,-2.313259244E-01,-3.510552645E-01, 0.000000000E+00, 1.395687250E+06, 0.000000000E+00, 8.443572388E+02
        57,-1.975000054E-01,-3.510000110E-01, 0.000000000E+00, 1.393923500E+06, 7.698536396E+00, 8.441517944E+02
        58, 1.975000054E-01,-3.510000110E-01, 0.000000000E+00, 1.408201375E+06, 3.654100037E+01, 8.425743408E+02
        59,-1.893749982E-01,-3.508948684E-01, 0.000000000E+00, 1.393273500E+06, 8.066340446E+00, 8.440636597E+02
        60, 1.893749982E-01,-3.508913517E-01, 0.000000000E+00, 1.407794250E+06, 3.217686081E+01, 8.425521851E+02
        61,-1.812500060E-01,-3.507897258E-01, 0.000000000E+00, 1.392612875E+06, 8.759902954E+00, 8.439678955E+02
        62, 1.812500060E-01,-3.507827222E-01, 0.000000000E+00, 1.407272375E+06, 2.790879059E+01, 8.425333252E+02
        63,-1.731249988E-01,-3.506845832E-01, 0.000000000E+00, 1.392045000E+06, 9.467164993E+00, 8.438746948E+02
        64, 1.731249988E-01,-3.506740630E-01, 0.000000000E+00, 1.406726625E+06, 2.402629662E+01, 8.425336914E+02
        65,-1.324999928E-01,-3.505923748E-01, 0.000000000E+00, 1.391122375E+06, 2.196643639E+01, 8.430845947E+02
        66,-1.269280314E-01,-3.505919874E-01, 0.000000000E+00, 1.390877750E+06, 2.854187012E+01, 8.428538208E+02
        67,-1.202611774E-01,-3.505915403E-01, 0.000000000E+00, 1.390269000E+06, 3.342288971E+01, 8.427814941E+02
        68,-1.121492758E-01,-3.505909741E-01, 0.000000000E+00, 1.389502750E+06, 3.912616348E+01, 8.426777344E+02
        69,-1.025979966E-01,-3.505903482E-01, 0.000000000E+00, 1.388650625E+06, 4.427503204E+01, 8.425642700E+02
        70,-9.212610871E-02,-3.505896032E-01, 0.000000000E+00, 1.387744125E+06, 4.894522858E+01, 8.424403076E+02
        71,-1.406189948E-01,-3.505891562E-01, 0.000000000E+00, 1.391019750E+06, 1.561285496E+01, 8.434266968E+02
        72,-8.157759160E-02,-3.505888879E-01, 0.000000000E+00, 1.386819750E+06, 5.321129227E+01, 8.423065796E+02
        73,-7.102907449E-02,-3.505881727E-01, 0.000000000E+00, 1.385952625E+06, 5.698947906E+01, 8.421791382E+02
        74,-6.048056111E-02,-3.505874574E-01, 0.000000000E+00, 1.385135000E+06, 6.027796555E+01, 8.420616455E+02
        75,-4.993204772E-02,-3.505867124E-01, 0.000000000E+00, 1.384393000E+06, 6.316984940E+01, 8.419519043E+02
        76,-1.487498879E-01,-3.505859077E-01, 0.000000000E+00, 1.390952875E+06, 1.316116047E+01, 8.435936279E+02
        77,-3.938353062E-02,-3.505859971E-01, 0.000000000E+00, 1.383739375E+06, 6.562921906E+01, 8.418511353E+02
        78,-2.910966054E-02,-3.505852818E-01, 0.000000000E+00, 1.383215125E+06, 6.761647797E+01, 8.417625122E+02
        79,-1.979929022E-02,-3.505846560E-01, 0.000000000E+00, 1.382876750E+06, 6.900158691E+01, 8.416922607E+02
        80,-1.194502600E-02,-3.505841196E-01, 0.000000000E+00, 1.382703375E+06, 6.983847046E+01, 8.416398926E+02
        81,-5.524156615E-03,-3.505836725E-01, 0.000000000E+00, 1.382684125E+06, 7.026482391E+01, 8.416049194E+02
        82, 0.000000000E+00,-3.505832851E-01, 0.000000000E+00, 1.382692625E+06, 7.030603790E+01, 8.415732422E+02
        83, 5.179422908E-03,-3.505832851E-01, 0.000000000E+00, 1.382717375E+06, 7.026076508E+01, 8.415510254E+02
        84, 1.106035896E-02,-3.505832553E-01, 0.000000000E+00, 1.382903125E+06, 7.021781921E+01, 8.415426025E+02
        85, 1.823478937E-02,-3.505832255E-01, 0.000000000E+00, 1.383336625E+06, 6.969847870E+01, 8.415397339E+02
        86, 2.673502825E-02,-3.505831957E-01, 0.000000000E+00, 1.384074125E+06, 6.841844940E+01, 8.415564575E+02
        87, 3.639002144E-02,-3.505831659E-01, 0.000000000E+00, 1.385110875E+06, 6.629605103E+01, 8.415925903E+02
        88, 4.631911963E-02,-3.505831361E-01, 0.000000000E+00, 1.386433500E+06, 6.323944092E+01, 8.416483765E+02
        89, 5.624821782E-02,-3.505831063E-01, 0.000000000E+00, 1.388080750E+06, 5.930524445E+01, 8.417302246E+02
        90, 6.617731601E-02,-3.505830765E-01, 0.000000000E+00, 1.389989125E+06, 5.454777527E+01, 8.418336182E+02
        91, 7.610641420E-02,-3.505830467E-01, 0.000000000E+00, 1.392102000E+06, 4.888595200E+01, 8.419543457E+02
        92, 8.603551239E-02,-3.505830169E-01, 0.000000000E+00, 1.394290500E+06, 4.229854584E+01, 8.420823364E+02
        93, 9.596461058E-02,-3.505829871E-01, 0.000000000E+00, 1.396447375E+06, 3.507220078E+01, 8.422059326E+02
        94, 1.056682691E-01,-3.505829573E-01, 0.000000000E+00, 1.398484000E+06, 2.766176605E+01, 8.423153076E+02
        95, 1.141809374E-01,-3.505829275E-01, 0.000000000E+00, 1.400199750E+06, 2.081102371E+01, 8.424002686E+02
        96, 1.213696674E-01,-3.505828977E-01, 0.000000000E+00, 1.401490875E+06, 1.474280167E+01, 8.424581299E+02
        97, 1.273209751E-01,-3.505828679E-01, 0.000000000E+00, 1.402395875E+06, 9.929434776E+00, 8.424963379E+02
        98, 1.324999928E-01,-3.505828679E-01, 0.000000000E+00, 1.403209125E+06, 7.381900787E+00, 8.425238037E+02
        99,-1.568808407E-01,-3.505826890E-01, 0.000000000E+00, 1.391160625E+06, 1.139191818E+01, 8.436891479E+02
       100,-1.650000066E-01,-3.505794406E-01, 0.000000000E+00, 1.391564500E+06, 1.034389210E+01, 8.437814941E+02
       101, 1.406250000E-01,-3.505784869E-01, 0.000000000E+00, 1.404140250E+06, 7.516706944E+00, 8.425438843E+02
       102, 1.487500072E-01,-3.505741358E-01, 0.000000000E+00, 1.404918250E+06, 1.038750076E+01, 8.425534058E+02
       103,-2.050597072E-01,-3.505716324E-01, 0.000000000E+00, 1.394458500E+06, 7.886637688E+00, 8.442202148E+02
       104, 2.050597072E-01,-3.505716324E-01, 0.000000000E+00, 1.408397375E+06, 4.152196884E+01, 8.425570068E+02
       105, 1.568749994E-01,-3.505697846E-01, 0.000000000E+00, 1.405591500E+06, 1.491464043E+01, 8.425529785E+02
       106, 1.650000066E-01,-3.505654335E-01, 4.786795654E-20, 1.406181875E+06, 1.976294327E+01, 8.425437012E+02
       107,-2.125000060E-01,-3.492950797E-01, 0.000000000E+00, 1.394916750E+06, 8.815373421E+00, 8.442717896E+02
       108, 2.125000060E-01,-3.492950797E-01, 0.000000000E+00, 1.409254625E+06, 4.725094604E+01, 8.424405518E+02
       109,-2.200081497E-01,-3.463951051E-01, 0.000000000E+00, 1.395317250E+06, 1.058734131E+01, 8.443099365E+02
       110, 2.392056137E-01,-3.450498879E-01, 0.000000000E+00, 1.401623500E+06, 0.000000000E+00, 8.412882080E+02
       111, 2.228456289E-01,-3.447265625E-01, 0.000000000E+00, 1.407219500E+06, 6.620928192E+01, 8.418193359E+02
       112,-2.395660579E-01,-3.447244167E-01, 0.000000000E+00, 1.395923125E+06, 0.000000000E+00, 8.443674316E+02
       113, 2.321909964E-01,-3.427607715E-01, 0.000000000E+00, 1.404134250E+06, 7.757626343E+01, 8.414465942E+02
       114,-2.283565700E-01,-3.418051898E-01, 0.000000000E+00, 1.395621125E+06, 1.249499702E+01, 8.443315430E+02
       115,-1.975000054E-01,-3.409999907E-01, 0.000000000E+00, 1.393898375E+06, 1.291441917E+01, 8.440606689E+02
       116, 1.975000054E-01,-3.409999907E-01, 0.000000000E+00, 1.407359125E+06, 5.243373108E+01, 8.420108643E+02
       117,-1.893749982E-01,-3.407897353E-01, 0.000000000E+00, 1.393291375E+06, 1.218652821E+01, 8.439575806E+02
       118, 1.893749982E-01,-3.407826424E-01, 0.000000000E+00, 1.407335000E+06, 4.638654709E+01, 8.421182861E+02
       119,-2.050594091E-01,-3.406021893E-01, 0.000000000E+00, 1.394402750E+06, 1.364962673E+01, 8.441401978E+02
       120, 2.050594091E-01,-3.406021893E-01, 0.000000000E+00, 1.407111250E+06, 5.894002533E+01, 8.418678589E+02
       121,-1.812500060E-01,-3.405794501E-01, 0.000000000E+00, 1.392686250E+06, 1.146935940E+01, 8.438379517E+02
       122, 1.812500060E-01,-3.405652940E-01, 0.000000000E+00, 1.407000125E+06, 4.036758423E+01, 8.422101440E+02
       123,-1.731249988E-01,-3.403691947E-01, 0.000000000E+00, 1.392161500E+06, 1.151029110E+01, 8.437097168E+02
       124, 1.731249988E-01,-3.403479457E-01, 0.000000000E+00, 1.406489875E+06, 3.490957642E+01, 8.422881470E+02
       125,-1.324999928E-01,-3.401719928E-01, 0.000000000E+00, 1.390618750E+06, 3.597223663E+01, 8.428391113E+02
       126,-1.269280314E-01,-3.401717544E-01, 0.000000000E+00, 1.390319375E+06, 3.950258636E+01, 8.427310791E+02
       127,-1.202611774E-01,-3.401714861E-01, 0.000000000E+00, 1.389833125E+06, 4.229321289E+01, 8.426625366E+02
       128,-1.121492758E-01,-3.401711583E-01, 0.000000000E+00, 1.389189125E+06, 4.603541565E+01, 8.425676880E+02
       129,-1.025979966E-01,-3.401707709E-01, 0.000000000E+00, 1.388432375E+06, 4.978416061E+01, 8.424595947E+02
       130,-9.212610871E-02,-3.401703537E-01, 0.000000000E+00, 1.387595875E+06, 5.326627731E+01, 8.423401489E+02
       131,-8.157759160E-02,-3.401699066E-01, 0.000000000E+00, 1.386732500E+06, 5.644871902E+01, 8.422140503E+02
       132,-7.102907449E-02,-3.401694894E-01, 0.000000000E+00, 1.385921875E+06, 5.919933701E+01, 8.420936279E+02
       133,-6.048056111E-02,-3.401690722E-01, 0.000000000E+00, 1.385160125E+06, 6.144530869E+01, 8.419827881E+02
       134,-1.406129748E-01,-3.401687145E-01, 0.000000000E+00, 1.390829625E+06, 2.897901535E+01, 8.430377197E+02
       135,-4.993204772E-02,-3.401686251E-01, 0.000000000E+00, 1.384473500E+06, 6.325857544E+01, 8.418806152E+02
       136,-3.938353062E-02,-3.401682079E-01, 0.000000000E+00, 1.383873625E+06, 6.461624146E+01, 8.417883301E+02
       137,-2.910966054E-02,-3.401677907E-01, 0.000000000E+00, 1.383398125E+06, 6.551936340E+01, 8.417088623E+02
       138,-1.979929022E-02,-3.401674032E-01, 0.000000000E+00, 1.383099500E+06, 6.593137360E+01, 8.416472778E+02
       139,-1.194502600E-02,-3.401670754E-01, 0.000000000E+00, 1.382956625E+06, 6.595059204E+01, 8.416044312E+02
       140,-5.524156615E-03,-3.401668072E-01, 0.000000000E+00, 1.382937875E+06, 6.576345062E+01, 8.415765381E+02
       141, 0.000000000E+00,-3.401665986E-01, 0.000000000E+00, 1.382933000E+06, 6.510387421E+01, 8.415537109E+02
       142, 5.179422908E-03,-3.401665688E-01, 0.000000000E+00, 1.382973875E+06, 6.438645172E+01, 8.415376587E+02
       143, 1.106035896E-02,-3.401665092E-01, 0.000000000E+00, 1.383163375E+06, 6.377427673E+01, 8.415327759E+02
       144, 1.823478937E-02,-3.401664793E-01, 0.000000000E+00, 1.383536250E+06, 6.261890793E+01, 8.415359497E+02
       145, 2.673502825E-02,-3.401664197E-01, 0.000000000E+00, 1.384197250E+06, 6.073759460E+01, 8.415544434E+02
       146, 3.639002144E-02,-3.401663601E-01, 0.000000000E+00, 1.385111625E+06, 5.796007538E+01, 8.415933228E+02
       147, 4.631911963E-02,-3.401662707E-01, 0.000000000E+00, 1.386271250E+06, 5.431240463E+01, 8.416535034E+02
       148, 5.624821782E-02,-3.401662111E-01, 0.000000000E+00, 1.387732250E+06, 4.991411972E+01, 8.417359619E+02
       149, 6.617731601E-02,-3.401661515E-01, 0.000000000E+00, 1.389432750E+06, 4.488397598E+01, 8.418366089E+02
       150, 7.610641420E-02,-3.401660919E-01, 0.000000000E+00, 1.391352250E+06, 3.921074677E+01, 8.419503174E+02
       151, 8.603551239E-02,-3.401660323E-01, 0.000000000E+00, 1.393368250E+06, 3.280176163E+01, 8.420704956E+02
       152, 9.596461058E-02,-3.401659429E-01, 0.000000000E+00, 1.395399750E+06, 2.584914017E+01, 8.421874390E+02
       153, 1.056682691E-01,-3.401658833E-01, 0.000000000E+00, 1.397388000E+06, 1.881148338E+01, 8.422886353E+02
       154, 1.141809374E-01,-3.401658237E-01, 0.000000000E+00, 1.399134500E+06, 1.239487171E+01, 8.423639526E+02
       155, 1.213696674E-01,-3.401657939E-01, 0.000000000E+00, 1.400478000E+06, 7.068198204E+00, 8.424138184E+02
       156, 1.273209751E-01,-3.401657343E-01, 0.000000000E+00, 1.401425375E+06, 4.249034405E+00, 8.424441528E+02
       157, 1.324999928E-01,-3.401657045E-01, 0.000000000E+00, 1.402342500E+06, 5.496265411E+00, 8.424619141E+02
       158,-1.487497836E-01,-3.401654363E-01, 0.000000000E+00, 1.391021375E+06, 2.097080612E+01, 8.432438965E+02
       159,-1.568866819E-01,-3.401621580E-01, 0.000000000E+00, 1.391303625E+06, 1.555808640E+01, 8.434213257E+02
       160,-1.650000066E-01,-3.401589096E-01, 0.000000000E+00, 1.391706000E+06, 1.294293880E+01, 8.435724487E+02
       161, 1.406250000E-01,-3.401569128E-01, 0.000000000E+00, 1.403503500E+06, 1.061391544E+01, 8.424668579E+02
       162, 1.487500072E-01,-3.401481509E-01, 0.000000000E+00, 1.404447375E+06, 1.683689499E+01, 8.424515991E+02
       163, 1.568749994E-01,-3.401393592E-01, 0.000000000E+00, 1.405262375E+06, 2.306501579E+01, 8.424147949E+02
       164, 1.650000066E-01,-3.401305974E-01, 4.614297477E-20, 1.405931375E+06, 2.926329041E+01, 8.423571167E+02
       165,-2.125000060E-01,-3.394168615E-01, 0.000000000E+00, 1.394828250E+06, 1.454757023E+01, 8.442008667E+02
       166, 2.125000060E-01,-3.394168615E-01, 0.000000000E+00, 1.407237500E+06, 6.782016754E+01, 8.416224365E+02
       167,-2.188739330E-01,-3.379943371E-01, 0.000000000E+00, 1.395183000E+06, 1.548621368E+01, 8.442480469E+02
       168,-2.340335399E-01,-3.377090394E-01, 0.000000000E+00, 1.395795500E+06, 1.428879738E+01, 8.443362427E+02
       169, 2.462462932E-01,-3.376158476E-01, 0.000000000E+00, 1.383234250E+06, 0.000000000E+00, 8.393573608E+02
       170,-2.466449589E-01,-3.371137679E-01, 0.000000000E+00, 1.396071125E+06, 0.000000000E+00, 8.443642578E+02
       171,-2.243756801E-01,-3.365259171E-01, 0.000000000E+00, 1.395442750E+06, 1.572828007E+01, 8.442822876E+02
       172, 2.372873873E-01,-3.361489475E-01, 0.000000000E+00, 1.395793875E+06, 1.044252777E+02, 8.402059937E+02
       173, 2.278950065E-01,-3.357857168E-01, 0.000000000E+00, 1.401302375E+06, 9.106111908E+01, 8.407595825E+02
       174, 2.194168121E-01,-3.353192508E-01, 0.000000000E+00, 1.403871875E+06, 8.168704224E+01, 8.411012573E+02
       175, 2.543825507E-01,-3.329183757E-01, 0.000000000E+00, 1.368834125E+06, 0.000000000E+00, 8.383041382E+02
       176,-2.391619980E-01,-3.312820792E-01, 0.000000000E+00, 1.395883750E+06, 1.692487717E+01, 8.443291016E+02
       177,-1.975000054E-01,-3.310000002E-01, 0.000000000E+00, 1.393647000E+06, 1.968206978E+01, 8.439431763E+02
       178, 1.975000054E-01,-3.310000002E-01, 0.000000000E+00, 1.403991375E+06, 6.455817413E+01, 8.416221313E+02
       179,-1.893749982E-01,-3.306846023E-01, 0.000000000E+00, 1.393096125E+06, 1.929487801E+01, 8.438227539E+02
       180, 1.893749982E-01,-3.306739330E-01, 0.000000000E+00, 1.404448375E+06, 5.685147476E+01, 8.418329468E+02
       181,-2.050590962E-01,-3.306327462E-01, 0.000000000E+00, 1.394114750E+06, 2.031612396E+01, 8.440338745E+02
       182, 2.050590962E-01,-3.306327462E-01, 0.000000000E+00, 1.403174625E+06, 7.264655304E+01, 8.413752441E+02
       183,-1.812500060E-01,-3.303691745E-01, 0.000000000E+00, 1.392562875E+06, 1.938252068E+01, 8.436798096E+02
       184, 1.812500060E-01,-3.303478658E-01, 0.000000000E+00, 1.404466375E+06, 4.951636124E+01, 8.420055542E+02
       185,-1.731249988E-01,-3.300537765E-01, 0.000000000E+00, 1.392089750E+06, 2.087917709E+01, 8.435245972E+02
       186, 1.731249988E-01,-3.300217986E-01, 0.000000000E+00, 1.404197000E+06, 4.316639328E+01, 8.421420898E+02
       187,-2.261032015E-01,-3.299664259E-01, 0.000000000E+00, 1.395401000E+06, 1.909159470E+01, 8.442524414E+02
       188,-1.324999928E-01,-3.297515810E-01, 0.000000000E+00, 1.390030625E+06, 4.495262909E+01, 8.426961670E+02
       189,-1.269280314E-01,-3.297515213E-01, 0.000000000E+00, 1.389631000E+06, 4.715117645E+01, 8.426143188E+02
       190,-1.202611774E-01,-3.297514319E-01, 0.000000000E+00, 1.389144750E+06, 4.923067093E+01, 8.425385742E+02
       191,-1.121492758E-01,-3.297513425E-01, 0.000000000E+00, 1.388528125E+06, 5.173075867E+01, 8.424461670E+02
       192,-1.025979966E-01,-3.297511935E-01, 0.000000000E+00, 1.387819750E+06, 5.425570679E+01, 8.423421631E+02
       193,-9.212610871E-02,-3.297510743E-01, 0.000000000E+00, 1.387026000E+06, 5.657076263E+01, 8.422290039E+02
       194,-8.157759160E-02,-3.297509253E-01, 0.000000000E+00, 1.386205125E+06, 5.866677475E+01, 8.421119995E+02
       195,-7.102907449E-02,-3.297508061E-01, 0.000000000E+00, 1.385429875E+06, 6.041404724E+01, 8.420007324E+02
       196,-6.048056111E-02,-3.297506571E-01, 0.000000000E+00, 1.384701125E+06, 6.171314240E+01, 8.418978882E+02
       197,-4.993204772E-02,-3.297505379E-01, 0.000000000E+00, 1.384046375E+06, 6.260239029E+01, 8.418035278E+02
       198,-3.938353062E-02,-3.297503889E-01, 0.000000000E+00, 1.383475500E+06, 6.306091690E+01, 8.417188110E+02
       199,-2.910966054E-02,-3.297502697E-01, 0.000000000E+00, 1.383021125E+06, 6.310821533E+01, 8.416467896E+02
       200,-1.979929022E-02,-3.297501504E-01, 0.000000000E+00, 1.382724750E+06, 6.278772736E+01, 8.415911865E+02
       201,-1.194502600E-02,-3.297500610E-01, 0.000000000E+00, 1.382581375E+06, 6.222628784E+01, 8.415535278E+02
       202,-5.524156615E-03,-3.297499716E-01, 0.000000000E+00, 1.382553375E+06, 6.160132217E+01, 8.415294189E+02
       203, 0.000000000E+00,-3.297498822E-01, 0.000000000E+00, 1.382490875E+06, 6.046626282E+01, 8.415108032E+02
       204, 5.179422908E-03,-3.297498524E-01, 0.000000000E+00, 1.382508375E+06, 5.930438995E+01, 8.414977417E+02
       205, 1.106035896E-02,-3.297497928E-01, 0.000000000E+00, 1.382732750E+06, 5.831588745E+01, 8.414938965E+02
       206, 1.823478937E-02,-3.297497034E-01, 0.000000000E+00, 1.383078875E+06, 5.672819138E+01, 8.414987793E+02
       207, 2.673502825E-02,-3.297496140E-01, 0.000000000E+00, 1.383660250E+06, 5.444037247E+01, 8.415180054E+02
       208, 3.639002144E-02,-3.297495246E-01, 0.000000000E+00, 1.384450125E+06, 5.128776550E+01, 8.415579224E+02
       209, 4.631911963E-02,-3.297494352E-01, 0.000000000E+00, 1.385488250E+06, 4.736099243E+01, 8.416193848E+02
       210, 5.624821782E-02,-3.297493160E-01, 0.000000000E+00, 1.386842250E+06, 4.282356644E+01, 8.417030640E+02
       211, 6.617731601E-02,-3.297492266E-01, 0.000000000E+00, 1.388435625E+06, 3.784637070E+01, 8.418056030E+02
       212, 7.610641420E-02,-3.297491372E-01, 0.000000000E+00, 1.390259375E+06, 3.246876907E+01, 8.419226685E+02
       213, 8.603551239E-02,-3.297490180E-01, 0.000000000E+00, 1.392203375E+06, 2.664344406E+01, 8.420481567E+02
       214, 9.596461058E-02,-3.297489285E-01, 0.000000000E+00, 1.394189250E+06, 2.062597084E+01, 8.421718750E+02
       215, 1.056682691E-01,-3.297488391E-01, 0.000000000E+00, 1.396139000E+06, 1.502102566E+01, 8.422792358E+02
       216, 1.141809374E-01,-3.297487497E-01, 0.000000000E+00, 1.397861750E+06, 1.074890137E+01, 8.423582153E+02
       217, 1.213696674E-01,-3.297486603E-01, 0.000000000E+00, 1.399142500E+06, 8.409951210E+00, 8.424091797E+02
       218, 1.273209751E-01,-3.297486007E-01, 0.000000000E+00, 1.400089875E+06, 8.968352318E+00, 8.424382324E+02
       219, 1.324999928E-01,-3.297485709E-01, 0.000000000E+00, 1.400909875E+06, 1.222029305E+01, 8.424517212E+02
       220,-1.406069696E-01,-3.297483027E-01, 0.000000000E+00, 1.390477000E+06, 4.099068069E+01, 8.428256226E+02
